,country,year,co2_per_capita,share_global_co2,share_global_cement_co2,consumption_co2_per_capita
694,Canada,1863,0.203,0.186,,
695,Canada,1864,0.24,0.207,,
696,Canada,1865,0.287,0.236,,
697,Canada,1866,0.346,0.279,,
698,Canada,1867,0.439,0.334,,
699,Canada,1868,0.258,0.193,,
700,Canada,1869,0.184,0.131,,
701,Canada,1870,0.325,0.23,,
702,Canada,1871,0.467,0.315,,
703,Canada,1872,0.478,0.295,,
704,Canada,1873,0.41,0.242,,
705,Canada,1874,0.408,0.261,,
706,Canada,1875,0.465,0.278,,
707,Canada,1876,0.454,0.271,,
708,Canada,1877,0.487,0.289,,
709,Canada,1878,0.459,0.275,,
710,Canada,1879,0.511,0.289,,
711,Canada,1880,1.209,0.613,,
712,Canada,1881,1.276,0.634,,
713,Canada,1882,1.493,0.71,,
714,Canada,1883,1.658,0.75,,
715,Canada,1884,1.897,0.858,,
716,Canada,1885,1.799,0.817,,
717,Canada,1886,1.898,0.858,,
718,Canada,1887,2.166,0.943,,
719,Canada,1888,2.809,1.116,,
720,Canada,1889,2.358,0.948,,
721,Canada,1890,2.564,0.956,,
722,Canada,1891,2.85,1.026,,
723,Canada,1892,2.81,1.014,,
724,Canada,1893,2.975,1.097,,
725,Canada,1894,2.812,1.012,,
726,Canada,1895,2.657,0.911,,
727,Canada,1896,2.847,0.955,,
728,Canada,1897,2.848,0.921,,
729,Canada,1898,2.993,0.927,,
730,Canada,1899,3.603,1.036,,
731,Canada,1900,3.812,1.057,,
732,Canada,1901,4.317,1.182,,
733,Canada,1902,4.534,1.24,,
734,Canada,1903,4.81,1.24,,
735,Canada,1904,5.541,1.452,,
736,Canada,1905,5.765,1.458,,
737,Canada,1906,5.928,1.475,,
738,Canada,1907,7.251,1.627,,
739,Canada,1908,7.12,1.708,,
740,Canada,1909,6.643,1.57,,
741,Canada,1910,7.376,1.702,,
742,Canada,1911,8.419,1.957,,
743,Canada,1912,9.199,2.079,,
744,Canada,1913,10.629,2.261,,
745,Canada,1914,8.988,2.15,,
746,Canada,1915,7.875,1.95,,
747,Canada,1916,9.658,2.259,,
748,Canada,1917,10.557,2.408,,
749,Canada,1918,10.865,2.563,,
750,Canada,1919,9.055,2.512,,
751,Canada,1920,9.851,2.396,,
752,Canada,1921,9.223,2.605,,
753,Canada,1922,7.789,2.136,,
754,Canada,1923,10.282,2.53,,
755,Canada,1924,8.408,2.099,,
756,Canada,1925,8.034,2.02,,
757,Canada,1926,8.891,2.316,,
758,Canada,1927,9.483,2.304,,
759,Canada,1928,9.498,2.359,2.439,
760,Canada,1929,9.869,2.32,2.612,
761,Canada,1930,9.264,2.398,2.606,
762,Canada,1931,7.348,2.157,2.585,
763,Canada,1932,6.719,2.214,1.47,
764,Canada,1933,6.579,2.081,0.792,
765,Canada,1934,7.485,2.201,0.955,
766,Canada,1935,7.3,2.068,0.849,
767,Canada,1936,7.897,2.061,1.003,
768,Canada,1937,8.476,2.092,1.184,
769,Canada,1938,7.672,2.036,1.122,
770,Canada,1939,8.416,2.137,1.263,
771,Canada,1940,9.491,2.237,1.885,
772,Canada,1941,10.339,2.42,1.519,
773,Canada,1942,11.092,2.646,1.866,
774,Canada,1943,11.473,2.742,1.65,
775,Canada,1944,11.458,2.747,2.486,
776,Canada,1945,10.46,3.071,2.893,
777,Canada,1946,10.894,2.984,2.501,
778,Canada,1947,11.094,2.794,2.171,
779,Canada,1948,12.03,2.927,2.145,
780,Canada,1949,10.79,2.765,2.146,
781,Canada,1950,11.215,2.567,1.959,
782,Canada,1951,11.549,2.55,1.759,
783,Canada,1952,11.005,2.465,1.798,
784,Canada,1953,10.778,2.416,1.946,
785,Canada,1954,10.635,2.4,1.809,
786,Canada,1955,10.771,2.277,1.835,
787,Canada,1956,11.74,2.395,1.932,
788,Canada,1957,10.98,2.233,2.211,
789,Canada,1958,10.644,2.164,2.126,
790,Canada,1959,10.527,2.083,1.938,
791,Canada,1960,10.761,2.053,1.648,
792,Canada,1961,10.616,2.06,1.695,
793,Canada,1962,11.115,2.123,1.749,
794,Canada,1963,11.118,2.053,1.69,
795,Canada,1964,12.293,2.194,1.72,
796,Canada,1965,12.795,2.226,1.731,
797,Canada,1966,12.918,2.183,1.717,
798,Canada,1967,13.8,2.3,1.494,
799,Canada,1968,14.628,2.349,1.433,
800,Canada,1969,14.601,2.231,1.366,
801,Canada,1970,15.917,2.29,1.235,
802,Canada,1971,16.094,2.272,1.341,
803,Canada,1972,17.136,2.346,1.392,
804,Canada,1973,16.944,2.231,1.467,
805,Canada,1974,17.079,2.29,1.506,
806,Canada,1975,17.15,2.327,1.455,
807,Canada,1976,17.019,2.217,1.346,
808,Canada,1977,17.195,2.204,1.288,
809,Canada,1978,17.341,2.178,1.295,
810,Canada,1979,18.237,2.251,1.459,
811,Canada,1980,18.067,2.271,1.293,
812,Canada,1981,17.313,2.257,1.25,
813,Canada,1982,16.511,2.195,1.043,
814,Canada,1983,16.101,2.148,0.953,
815,Canada,1984,16.609,2.162,1.024,
816,Canada,1985,16.318,2.075,1.198,
817,Canada,1986,15.497,1.962,1.197,
818,Canada,1987,16.302,2.026,1.363,
819,Canada,1988,16.993,2.061,1.238,
820,Canada,1989,16.99,2.065,1.269,
821,Canada,1990,16.568,2.013,1.179,17.464
822,Canada,1991,16.061,1.936,0.94,17.216
823,Canada,1992,16.36,2.054,0.908,17.476
824,Canada,1993,16.196,2.035,0.887,16.834
825,Canada,1994,16.519,2.084,0.98,16.825
826,Canada,1995,16.777,2.095,1.049,16.92
827,Canada,1996,17.149,2.101,0.974,17.071
828,Canada,1997,17.463,2.147,1.007,17.973
829,Canada,1998,17.57,2.187,1.037,17.94
830,Canada,1999,17.897,2.2,1.03,17.818
831,Canada,2000,18.469,2.226,1.002,18.909
832,Canada,2001,18.023,2.177,0.926,18.027
833,Canada,2002,18.008,2.146,0.898,18.602
834,Canada,2003,18.384,2.102,0.85,18.248
835,Canada,2004,18.162,2.024,0.826,18.301
836,Canada,2005,17.838,1.94,0.79,18.904
837,Canada,2006,17.474,1.858,0.735,17.724
838,Canada,2007,18.061,1.884,0.685,18.261
839,Canada,2008,17.357,1.797,0.611,17.593
840,Canada,2009,16.192,1.723,0.456,17.137
841,Canada,2010,16.387,1.668,0.479,17.908
842,Canada,2011,16.521,1.644,0.446,17.556
843,Canada,2012,16.379,1.623,0.472,16.714
844,Canada,2013,16.331,1.621,0.414,16.549
845,Canada,2014,16.095,1.602,0.394,15.856
846,Canada,2015,16.072,1.615,0.428,15.227
847,Canada,2016,15.521,1.578,0.411,14.503
848,Canada,2017,15.635,1.583,0.453,14.518
849,Canada,2018,15.779,1.587,0.441,14.383
850,Canada,2019,15.583,1.577,0.441,14.058
851,Canada,2020,14.117,1.517,0.405,12.95
852,Canada,2021,14.3,1.47,0.396,
853,China,1850,,,,
854,China,1851,,,,
855,China,1852,,,,
856,China,1853,,,,
857,China,1854,,,,
858,China,1855,,,,
859,China,1856,,,,
860,China,1857,,,,
861,China,1858,,,,
862,China,1859,,,,
863,China,1860,,,,
864,China,1861,,,,
865,China,1862,,,,
866,China,1863,,,,
867,China,1864,,,,
868,China,1865,,,,
869,China,1866,,,,
870,China,1867,,,,
871,China,1868,,,,
872,China,1869,,,,
873,China,1870,,,,
874,China,1871,,,,
875,China,1872,,,,
876,China,1873,,,,
877,China,1874,,,,
878,China,1875,,,,
879,China,1876,,,,
880,China,1877,,,,
881,China,1878,,,,
882,China,1879,,,,
883,China,1880,,,,
884,China,1881,,,,
885,China,1882,,,,
886,China,1883,,,,
887,China,1884,,,,
888,China,1885,,,,
889,China,1886,,,,
890,China,1887,,,,
891,China,1888,,,,
892,China,1889,,,,
893,China,1890,,,,
894,China,1891,,,,
895,China,1892,,,,
896,China,1893,,,,
897,China,1894,,,,
898,China,1895,,,,
899,China,1896,,,,
900,China,1897,,,,
901,China,1898,,,,
902,China,1899,0.0,0.0,,
903,China,1900,,,,
904,China,1901,,,,
905,China,1902,0.0,0.0,,
906,China,1903,0.0,0.0,,
907,China,1904,0.0,0.0,,
908,China,1905,0.0,0.0,,
909,China,1906,0.0,0.0,,
910,China,1907,0.048,0.689,,
911,China,1908,0.054,0.819,,
912,China,1909,0.057,0.839,,
913,China,1910,0.059,0.824,,
914,China,1911,0.057,0.8,,
915,China,1912,0.039,0.526,,
916,China,1913,0.055,0.692,,
917,China,1914,0.06,0.84,,
918,China,1915,0.057,0.811,,
919,China,1916,0.066,0.89,,
920,China,1917,0.07,0.905,,
921,China,1918,0.075,0.995,,
922,China,1919,0.081,1.255,,
923,China,1920,0.085,1.144,,
924,China,1921,0.082,1.255,,
925,China,1922,0.084,1.234,,
926,China,1923,0.097,1.266,,
927,China,1924,0.102,1.325,,
928,China,1925,0.095,1.233,,
929,China,1926,0.09,1.193,,
930,China,1927,0.094,1.147,,
931,China,1928,0.098,1.197,0.112,
932,China,1929,0.099,1.131,0.208,
933,China,1930,0.101,1.26,0.207,
934,China,1931,0.105,1.476,0.317,
935,China,1932,0.101,1.585,0.322,
936,China,1933,0.108,1.621,0.474,
937,China,1934,0.124,1.718,0.343,
938,China,1935,0.144,1.906,0.486,
939,China,1936,0.148,1.805,1.105,
940,China,1937,0.139,1.588,1.072,
941,China,1938,0.119,1.461,0.024,
942,China,1939,0.144,1.674,0.626,
943,China,1940,0.174,1.87,0.867,
944,China,1941,0.218,2.295,1.145,
945,China,1942,0.242,2.576,1.707,
946,China,1943,0.206,2.165,1.838,
947,China,1944,0.193,2.015,2.161,
948,China,1945,0.104,1.315,0.08,
949,China,1946,0.067,0.778,0.236,
950,China,1947,0.077,0.814,0.404,
951,China,1948,0.071,0.709,0.16,
952,China,1949,0.113,1.183,0.472,
953,China,1950,0.145,1.313,0.876,
954,China,1951,0.184,1.601,1.367,
955,China,1952,0.227,1.98,1.488,
956,China,1953,0.232,2.012,1.802,
957,China,1954,0.273,2.369,1.969,
958,China,1955,0.316,2.56,1.741,
959,China,1956,0.35,2.724,2.281,
960,China,1957,0.406,3.125,2.329,
961,China,1958,0.815,6.232,2.983,
962,China,1959,1.104,8.132,3.514,
963,China,1960,1.221,8.509,4.136,
964,China,1961,0.871,6.059,1.574,
965,China,1962,0.692,4.714,1.415,
966,China,1963,0.668,4.447,1.803,
967,China,1964,0.654,4.253,2.44,
968,China,1965,0.691,4.42,3.142,
969,China,1966,0.74,4.63,3.599,
970,China,1967,0.605,3.759,2.537,
971,China,1968,0.635,3.838,2.057,
972,China,1969,0.758,4.414,2.811,
973,China,1970,0.982,5.423,3.716,
974,China,1971,1.078,5.864,4.326,
975,China,1972,1.123,5.969,4.577,
976,China,1973,1.144,5.901,4.539,
977,China,1974,1.143,6.041,4.498,
978,China,1975,1.293,6.938,5.633,
979,China,1976,1.32,6.817,5.436,
980,China,1977,1.423,7.247,6.176,
981,China,1978,1.563,7.825,6.793,
982,China,1979,1.576,7.777,7.582,
983,China,1980,1.521,7.664,8.125,
984,China,1981,1.481,7.756,8.418,
985,China,1982,1.585,8.507,9.695,
986,China,1983,1.646,8.914,10.766,
987,China,1984,1.767,9.381,11.986,
988,China,1985,1.885,9.83,14.027,
989,China,1986,1.952,10.201,15.297,
990,China,1987,2.058,10.613,16.426,
991,China,1988,2.174,10.973,17.568,
992,China,1989,2.172,10.993,17.201,
993,China,1990,2.154,10.919,17.113,2.012
994,China,1991,2.226,11.212,19.952,2.051
995,China,1992,2.307,12.094,23.149,2.177
996,China,1993,2.443,12.807,25.888,2.307
997,China,1994,2.568,13.496,27.933,2.276
998,China,1995,2.757,14.314,29.663,2.456
999,China,1996,2.852,14.501,30.356,2.542
1000,China,1997,2.836,14.444,30.681,2.468
1001,China,1998,2.695,13.879,32.093,2.372
1002,China,1999,2.83,14.365,33.042,2.523
1003,China,2000,2.883,14.318,33.852,2.576
1004,China,2001,2.926,14.507,35.903,2.634
1005,China,2002,3.211,15.648,37.258,2.856
1006,China,2003,3.745,17.458,40.503,3.156
1007,China,2004,4.028,18.241,41.731,3.332
1008,China,2005,4.503,19.843,42.689,3.613
1009,China,2006,4.942,21.21,44.699,3.908
1010,China,2007,5.281,22.15,45.598,4.197
1011,China,2008,5.636,23.365,45.983,4.488
1012,China,2009,5.889,24.986,49.634,5.022
1013,China,2010,6.391,25.826,50.968,5.445
1014,China,2011,7.021,27.629,52.494,5.998
1015,China,2012,7.156,27.936,51.625,6.223
1016,China,2013,7.235,28.19,51.82,6.346
1017,China,2014,7.218,28.104,51.912,6.371
1018,China,2015,7.08,27.748,49.985,6.368
1019,China,2016,6.966,27.488,49.949,6.329
1020,China,2017,7.099,27.734,50.28,6.488
1021,China,2018,7.307,28.115,50.136,6.793
1022,China,2019,7.554,28.965,51.12,7.004
1023,China,2020,7.689,31.069,52.41,7.041
1024,China,2021,8.046,30.903,50.996,
1025,France,1802,0.077,6.086,,
1026,France,1804,0.074,6.343,,
1027,France,1810,0.07,5.675,,
1028,France,1811,0.068,5.184,,
1029,France,1812,0.073,5.406,,
1030,France,1813,0.067,4.969,,
1031,France,1814,0.068,4.966,,
1032,France,1815,0.076,5.384,,
1033,France,1816,0.081,5.243,,
1034,France,1817,0.086,5.381,,
1035,France,1818,0.077,4.797,,
1036,France,1819,0.082,5.12,,
1037,France,1820,0.093,5.725,,
1038,France,1821,0.096,5.856,,
1039,France,1822,0.1,5.928,,
1040,France,1823,0.1,5.605,,
1041,France,1824,0.11,6.01,,
1042,France,1825,0.123,6.513,,
1043,France,1826,0.126,6.658,,
1044,France,1827,0.181,8.966,,
1045,France,1828,0.19,9.369,,
1046,France,1829,0.184,9.15,,
1047,France,1830,0.197,7.351,,
1048,France,1831,0.181,7.161,,
1049,France,1832,0.199,7.848,,
1050,France,1833,0.215,8.349,,
1051,France,1834,0.263,10.083,,
1052,France,1835,0.272,10.237,,
1053,France,1836,0.311,10.152,,
1054,France,1837,0.33,10.842,,
1055,France,1838,0.343,10.984,,
1056,France,1839,0.333,10.367,,
1057,France,1840,0.338,9.92,,
1058,France,1841,0.394,11.271,,
1059,France,1842,0.413,11.218,,
1060,France,1843,0.412,10.952,,
1061,France,1844,0.43,10.791,,
1062,France,1845,0.501,11.492,,
1063,France,1846,0.518,11.742,,
1064,France,1847,0.58,12.088,,
1065,France,1848,0.463,9.602,,
1066,France,1849,0.48,9.474,,
1067,France,1850,0.54,9.963,,
1068,France,1851,0.55,10.079,,
1069,France,1852,0.591,10.393,,
1070,France,1853,0.692,11.666,,
1071,France,1854,0.796,11.45,,
1072,France,1855,0.899,12.712,,
1073,France,1856,0.94,12.489,,
1074,France,1857,0.955,12.605,,
1075,France,1858,0.934,12.174,,
1076,France,1859,0.943,11.613,,
1077,France,1860,1.025,11.533,,
1078,France,1861,1.106,11.86,,
1079,France,1862,1.164,12.293,,
1080,France,1863,1.178,11.694,,
1081,France,1864,1.245,11.503,,
1082,France,1865,1.308,11.405,,
1083,France,1866,1.417,12.01,,
1084,France,1867,1.432,11.36,,
1085,France,1868,1.461,11.316,,
1086,France,1869,1.494,10.927,,
1087,France,1870,1.324,9.49,,
1088,France,1871,1.314,8.878,,
1089,France,1872,1.59,9.727,,
1090,France,1873,1.716,9.896,,
1091,France,1874,1.631,10.055,,
1092,France,1875,1.697,9.657,,
1093,France,1876,1.697,9.534,,
1094,France,1877,1.658,9.144,,
1095,France,1878,1.689,9.26,,
1096,France,1879,1.746,8.942,,
1097,France,1880,1.966,8.92,,
1098,France,1881,2.01,8.838,,
1099,France,1882,2.117,8.832,,
1100,France,1883,2.216,8.71,,
1101,France,1884,2.124,8.273,,
1102,France,1885,2.037,7.895,,
1103,France,1886,2.017,7.711,,
1104,France,1887,2.12,7.735,,
1105,France,1888,2.2,7.268,,
1106,France,1889,2.25,7.451,,
1107,France,1890,2.475,7.533,,
1108,France,1891,2.475,7.211,,
1109,France,1892,2.475,7.162,,
1110,France,1893,2.427,7.116,,
1111,France,1894,2.565,7.274,,
1112,France,1895,2.584,6.92,,
1113,France,1896,2.669,6.93,,
1114,France,1897,2.79,6.927,,
1115,France,1898,2.882,6.79,,
1116,France,1899,3.01,6.5,,
1117,France,1900,3.231,6.622,,
1118,France,1901,3.12,6.198,,
1119,France,1902,2.933,5.691,,
1120,France,1903,3.221,5.738,,
1121,France,1904,3.134,5.527,,
1122,France,1905,3.165,5.25,,
1123,France,1906,3.388,5.388,,
1124,France,1907,3.608,5.041,,
1125,France,1908,3.631,5.284,,
1126,France,1909,3.715,5.193,,
1127,France,1910,3.734,4.964,,
1128,France,1911,3.902,5.096,,
1129,France,1912,3.961,4.901,,
1130,France,1913,4.299,4.881,,
1131,France,1914,2.991,3.722,,
1132,France,1915,2.624,3.294,,
1133,France,1916,2.804,3.24,,
1134,France,1917,3.127,3.435,,
1135,France,1918,2.804,3.105,,
1136,France,1919,3.013,3.835,,
1137,France,1920,3.94,4.311,,
1138,France,1921,3.574,4.464,,
1139,France,1922,4.211,5.036,,
1140,France,1923,4.723,5.011,,
1141,France,1924,5.265,5.606,,
1142,France,1925,5.413,5.739,,
1143,France,1926,5.375,5.841,,
1144,France,1927,5.323,5.334,,
1145,France,1928,5.254,5.322,5.888,
1146,France,1929,5.788,5.49,7.757,
1147,France,1930,5.852,6.039,6.939,
1148,France,1931,5.347,6.184,7.837,
1149,France,1932,4.714,6.048,10.055,
1150,France,1933,4.908,5.973,9.639,
1151,France,1934,4.964,5.546,8.442,
1152,France,1935,4.824,5.126,6.784,
1153,France,1936,4.898,4.738,5.916,
1154,France,1937,5.391,4.871,5.154,
1155,France,1938,5.004,4.803,0.0,
1156,France,1939,4.828,4.378,0.0,
1157,France,1940,3.415,2.837,0.0,
1158,France,1941,2.969,2.415,3.887,
1159,France,1942,3.025,2.473,3.22,
1160,France,1943,3.081,2.487,4.155,
1161,France,1944,1.961,1.565,3.239,
1162,France,1945,2.617,2.521,3.383,
1163,France,1946,4.021,3.563,2.881,
1164,France,1947,4.452,3.574,4.409,
1165,France,1948,4.747,3.628,5.147,
1166,France,1949,5.507,4.366,5.464,
1167,France,1950,4.838,3.372,5.318,
1168,France,1951,5.425,3.588,5.295,
1169,France,1952,5.34,3.514,5.287,
1170,France,1953,5.008,3.23,5.133,
1171,France,1954,5.242,3.337,4.953,
1172,France,1955,5.488,3.214,4.879,
1173,France,1956,6.114,3.392,4.849,
1174,France,1957,6.266,3.394,5.083,
1175,France,1958,5.954,3.166,5.108,
1176,France,1959,5.803,2.962,4.761,
1177,France,1960,6.486,3.155,4.449,
1178,France,1961,6.842,3.352,4.63,
1179,France,1962,7.139,3.414,4.729,
1180,France,1963,7.174,3.291,4.817,
1181,France,1964,7.743,3.406,5.162,
1182,France,1965,7.546,3.212,5.107,
1183,France,1966,7.814,3.205,4.942,
1184,France,1967,8.228,3.305,5.023,
1185,France,1968,8.425,3.24,4.914,
1186,France,1969,8.853,3.221,5.028,
1187,France,1970,9.114,3.091,4.971,
1188,France,1971,9.68,3.182,4.676,
1189,France,1972,9.998,3.167,4.518,
1190,France,1973,10.397,3.153,4.343,
1191,France,1974,9.982,3.06,4.525,
1192,France,1975,9.194,2.827,4.126,
1193,France,1976,9.936,2.91,3.89,
1194,France,1977,9.579,2.74,3.61,
1195,France,1978,9.945,2.772,3.267,
1196,France,1979,9.96,2.713,3.286,
1197,France,1980,9.515,2.621,3.264,
1198,France,1981,8.504,2.413,3.135,
1199,France,1982,8.108,2.332,2.889,
1200,France,1983,7.754,2.227,2.623,
1201,France,1984,7.512,2.095,2.363,
1202,France,1985,7.353,1.994,2.396,
1203,France,1986,7.05,1.893,2.272,
1204,France,1987,6.969,1.823,2.163,
1205,France,1988,6.896,1.744,2.184,
1206,France,1989,7.116,1.783,2.246,
1207,France,1990,6.974,1.729,2.186,8.732
1208,France,1991,7.386,1.8,2.018,8.906
1209,France,1992,7.151,1.801,1.741,9.582
1210,France,1993,6.802,1.701,1.533,8.835
1211,France,1994,6.673,1.663,1.466,8.593
1212,France,1995,6.727,1.647,1.363,8.721
1213,France,1996,6.965,1.661,1.305,8.714
1214,France,1997,6.811,1.621,1.205,8.429
1215,France,1998,7.122,1.708,1.295,8.744
1216,France,1999,7.064,1.667,1.191,8.739
1217,France,2000,6.935,1.598,1.163,8.803
1218,France,2001,6.975,1.604,1.124,8.756
1219,France,2002,6.868,1.552,1.063,8.604
1220,France,2003,6.907,1.492,0.983,8.716
1221,France,2004,6.884,1.445,0.974,9.015
1222,France,2005,6.878,1.405,0.924,9.105
1223,France,2006,6.672,1.329,0.865,9.037
1224,France,2007,6.468,1.259,0.819,8.982
1225,France,2008,6.331,1.218,0.757,8.831
1226,France,2009,5.976,1.176,0.636,8.124
1227,France,2010,6.032,1.129,0.612,8.065
1228,France,2011,5.649,1.028,0.581,7.982
1229,France,2012,5.659,1.02,0.527,7.618
1230,France,2013,5.662,1.015,0.492,7.38
1231,France,2014,5.144,0.919,0.451,6.863
1232,France,2015,5.196,0.932,0.444,6.643
1233,France,2016,5.226,0.941,0.433,6.747
1234,France,2017,5.261,0.935,0.417,6.688
1235,France,2018,5.018,0.876,0.414,6.655
1236,France,2019,4.913,0.853,0.407,6.451
1237,France,2020,4.343,0.794,0.366,5.821
1238,France,2021,4.741,0.824,0.358,
1239,Germany,1792,,2.142,,
1240,Germany,1793,,2.19,,
1241,Germany,1794,,2.026,,
1242,Germany,1795,,2.042,,
1243,Germany,1796,,2.331,,
1244,Germany,1797,,2.281,,
1245,Germany,1798,,2.292,,
1246,Germany,1799,,2.371,,
1247,Germany,1800,0.044,2.83,,
1248,Germany,1801,0.029,1.913,,
1249,Germany,1802,0.03,1.504,,
1250,Germany,1803,0.028,1.699,,
1251,Germany,1804,0.052,2.937,,
1252,Germany,1805,0.053,3.114,,
1253,Germany,1806,0.047,2.676,,
1254,Germany,1807,0.133,7.293,,
1255,Germany,1808,0.044,2.56,,
1256,Germany,1809,0.045,2.652,,
1257,Germany,1810,0.046,2.617,,
1258,Germany,1811,0.043,2.342,,
1259,Germany,1812,0.042,2.225,,
1260,Germany,1813,0.04,2.16,,
1261,Germany,1814,0.039,2.096,,
1262,Germany,1815,0.045,2.368,,
1263,Germany,1816,0.102,5.004,,
1264,Germany,1817,0.143,6.842,,
1265,Germany,1818,0.146,7.115,,
1266,Germany,1819,0.134,6.558,,
1267,Germany,1820,0.136,6.672,,
1268,Germany,1821,0.14,6.867,,
1269,Germany,1822,0.142,6.791,,
1270,Germany,1823,0.156,7.134,,
1271,Germany,1824,0.124,5.522,,
1272,Germany,1825,0.164,7.14,,
1273,Germany,1826,0.157,6.819,,
1274,Germany,1827,0.168,6.887,,
1275,Germany,1828,0.166,6.813,,
1276,Germany,1829,0.131,5.469,,
1277,Germany,1830,0.171,5.377,,
1278,Germany,1831,0.162,5.431,,
1279,Germany,1832,0.12,4.051,,
1280,Germany,1833,0.151,5.044,,
1281,Germany,1834,0.151,4.986,,
1282,Germany,1835,0.167,5.453,,
1283,Germany,1836,0.174,4.955,,
1284,Germany,1837,0.197,5.684,,
1285,Germany,1838,0.218,6.138,,
1286,Germany,1839,0.228,6.29,,
1287,Germany,1840,0.295,7.714,,
1288,Germany,1841,0.304,7.787,,
1289,Germany,1842,0.344,8.403,,
1290,Germany,1843,0.323,7.753,,
1291,Germany,1844,0.338,7.695,,
1292,Germany,1845,0.389,8.125,,
1293,Germany,1846,0.404,8.357,,
1294,Germany,1847,0.42,8.027,,
1295,Germany,1848,0.386,7.38,,
1296,Germany,1849,0.407,7.423,,
1297,Germany,1850,0.449,7.689,,
1298,Germany,1851,0.497,8.485,,
1299,Germany,1852,0.56,9.238,,
1300,Germany,1853,0.603,9.558,,
1301,Germany,1854,0.702,9.55,,
1302,Germany,1855,0.819,10.999,,
1303,Germany,1856,0.879,11.152,,
1304,Germany,1857,0.93,11.769,,
1305,Germany,1858,0.999,12.531,,
1306,Germany,1859,0.941,11.22,,
1307,Germany,1860,1.006,11.007,,
1308,Germany,1861,1.133,11.885,,
1309,Germany,1862,1.238,12.862,,
1310,Germany,1863,1.331,13.069,,
1311,Germany,1864,1.513,13.914,,
1312,Germany,1865,1.681,14.681,,
1313,Germany,1866,1.651,14.106,,
1314,Germany,1867,1.8,14.473,,
1315,Germany,1868,1.918,15.154,,
1316,Germany,1869,1.983,14.889,,
1317,Germany,1870,1.941,14.391,,
1318,Germany,1871,2.14,15.076,,
1319,Germany,1872,2.286,14.705,,
1320,Germany,1873,2.415,14.783,,
1321,Germany,1874,1.739,11.492,,
1322,Germany,1875,2.44,15.022,,
1323,Germany,1876,2.46,15.088,,
1324,Germany,1877,2.384,14.49,,
1325,Germany,1878,2.435,14.842,,
1326,Germany,1879,2.555,14.684,,
1327,Germany,1880,2.841,14.584,,
1328,Germany,1881,3.034,15.216,,
1329,Germany,1882,3.215,15.416,,
1330,Germany,1883,3.394,15.448,,
1331,Germany,1884,3.46,15.718,,
1332,Germany,1885,3.508,15.964,,
1333,Germany,1886,3.515,15.898,,
1334,Germany,1887,3.64,15.824,,
1335,Germany,1888,3.944,15.63,,
1336,Germany,1889,4.166,16.685,,
1337,Germany,1890,4.315,16.037,,
1338,Germany,1891,4.522,16.252,,
1339,Germany,1892,4.346,15.692,,
1340,Germany,1893,4.402,16.305,,
1341,Germany,1894,4.515,16.383,,
1342,Germany,1895,4.625,16.043,,
1343,Germany,1896,4.907,16.709,,
1344,Germany,1897,5.167,17.03,,
1345,Germany,1898,5.318,16.844,,
1346,Germany,1899,5.574,16.387,,
1347,Germany,1900,5.921,16.738,,
1348,Germany,1901,5.815,16.143,,
1349,Germany,1902,5.619,15.437,,
1350,Germany,1903,5.96,15.243,,
1351,Germany,1904,6.087,15.621,,
1352,Germany,1905,6.439,15.751,,
1353,Germany,1906,6.006,14.279,,
1354,Germany,1907,7.23,15.309,,
1355,Germany,1908,7.196,16.087,,
1356,Germany,1909,7.099,15.415,,
1357,Germany,1910,7.042,14.68,,
1358,Germany,1911,7.221,14.893,,
1359,Germany,1912,7.855,15.426,,
1360,Germany,1913,8.445,15.263,,
1361,Germany,1914,7.882,15.658,,
1362,Germany,1915,7.349,14.769,,
1363,Germany,1916,7.973,14.79,,
1364,Germany,1917,8.378,14.819,,
1365,Germany,1918,8.066,14.413,,
1366,Germany,1919,6.215,12.792,,
1367,Germany,1920,6.88,12.19,,
1368,Germany,1921,7.564,15.316,,
1369,Germany,1922,7.247,14.059,,
1370,Germany,1923,5.246,9.031,,
1371,Germany,1924,7.094,12.257,,
1372,Germany,1925,7.144,12.295,,
1373,Germany,1926,6.402,11.293,,
1374,Germany,1927,7.406,12.048,,
1375,Germany,1928,7.721,12.701,10.704,
1376,Germany,1929,8.189,12.635,9.659,
1377,Germany,1930,6.97,11.744,7.879,
1378,Germany,1931,5.781,10.974,6.133,
1379,Germany,1932,5.169,10.959,5.777,
1380,Germany,1933,5.391,10.933,8.147,
1381,Germany,1934,5.993,11.254,11.205,
1382,Germany,1935,6.588,11.869,13.568,
1383,Germany,1936,7.226,11.95,14.907,
1384,Germany,1937,8.092,12.608,15.257,
1385,Germany,1938,8.574,14.312,20.005,
1386,Germany,1939,9.201,14.591,19.329,
1387,Germany,1940,9.251,13.478,16.893,
1388,Germany,1941,9.328,13.307,12.953,
1389,Germany,1942,9.431,13.483,9.385,
1390,Germany,1943,9.614,13.494,12.884,
1391,Germany,1944,8.512,11.746,0.0,
1392,Germany,1945,1.649,2.731,0.0,
1393,Germany,1946,3.869,5.857,3.531,
1394,Germany,1947,4.533,6.182,3.517,
1395,Germany,1948,5.403,6.976,6.223,
1396,Germany,1949,6.183,8.238,8.202,
1397,Germany,1950,7.196,8.507,9.213,
1398,Germany,1951,8.146,9.042,9.177,
1399,Germany,1952,8.629,9.45,9.234,
1400,Germany,1953,8.797,9.379,9.987,
1401,Germany,1954,9.289,9.716,9.752,
